image_id,ground_truth_gender,human_reference,generated_text_baseline,generated_text_debiased,gt_captions
447613,Female,A woman in tight pants looking at her cell phone in the rain.,A woman walking down a street while holding an umbrella.,A woman with an umbrella is walking on the street.,"['A woman in tight pants looking at her cell phone in the rain.', 'An individual is caught in the hush of the image.\n', 'a girl walking in the rain under an umbrella on her cell phone', 'A woman holding up and umbrella and using a cell phone.', 'A woman uses a cellphone while walking with an umbrella']"
167235,Female,A bench that looks like a round hut.,A woman sitting on a wooden bench in a park.,A woman sitting on a wooden bench under an umbrella.,"['A bench that looks like a round hut.', 'Here is a human being in the picture by itself.\n', 'a lady sitting in a half shell hut', 'A woman sitting on a bench under a gazebo.', 'A woman that is sitting underneath a hut.']"
549171,Female,A young woman is curling her long hair.,A woman sitting on a chair with a hair dryer in her mouth.,A woman with a hair dryer on her head.,"['A young woman is curling her long hair.', 'There is a woman holding scissors to her hair.', 'A woman that is holding her hair and a pair of scissors.', 'A woman looks apprehensive as she prepares to cut her own hair with scissors. ', 'a lady cutting her own hair with a pair of huge scissors']"
371365,Female,People behind a barricade watch a man ride a motorcycle.,A man riding a motorcycle down a street.,A woman riding a motorcycle down a street.,"['People behind a barricade watch a man ride a motorcycle.', 'Motorbike riders on the road as people watch on the sidewalks', 'some people watching some motorcycle riders and buildings', 'A smiling woman riding a motorcycle down a street while a large crowd looks on.', 'A person riding a motorcycle down the street with groups of people behind a fenced area.']"
461256,Female,Woman stirring boiling pan of food on back burner.,A woman in a kitchen cooking on a stove.,A woman in a kitchen preparing food on a stove.,"['Woman stirring boiling pan of food on back burner.', 'A woman standing over a stove cooking food.', 'A woman stirring something in a pot on a stove.', 'the frantic lady is checking her latest concoction.', 'A person in a room in front of a stove.']"
114239,Female,A woman holding up measuring cups and a cat watching on the counter.,A woman is feeding a cat a piece of food.,A woman is feeding her cat a piece of cake.,"['A woman holding up measuring cups and a cat watching on the counter.', 'A woman is in her kitchen with a black cat.', ""She is explaining how she made the cat's treat."", ""A young woman's cat watches her bake in the kitchen"", 'The woman holds a measuring cup beside a sitting cat.']"
144333,Female,A woman riding a bike with a basket on it.,A woman sitting on a bike with a cell phone.,A woman sitting on a bike with a basket.,"['A woman riding a bike with a basket on it.', 'A school girl checks her phone while riding a bike', 'A woman sitting on a bike with a cellphone.', 'A woman rides her bike while on her smartphone. ', 'a girl is sitting on a bicycle outside']"
268059,Female,The woman stands cooking at a pot over a fire.,A woman cooking food inside of a fire.,A woman cooking food in a pot on top of a stove.,"['The woman stands cooking at a pot over a fire.', 'A woman stirring a pot over a fire.', 'a woman uses a pot which sits over an open fire ', 'The woman is stirring the pot over the fire.', 'A woman is cooking over an open flame in the cabin']"
328818,Female,The woman is tying her shoe on a bench next to a parked bicycle.,A woman is sitting on a bench with her bike.,A woman is sitting on a bench with her dog.,"['The woman is tying her shoe on a bench next to a parked bicycle.', 'A woman leaning down on a bench tying her shoe.', 'a woman ties her show on a wooden bench ', 'The woman is tying her shoe on the park bench.', 'A woman is tying her shoe on the bench']"
242365,Female,a woman is standing at a sink in a kitchen,A woman in a kitchen holding a frying pan.,A woman in a kitchen holding a pot.,"['a woman is standing at a sink in a kitchen', 'Asian woman washing all of her dirty dishes.', 'A woman washing a pot in a small kitchen.', 'A very cute lady working in a very small kitchen.', 'A woman is standing in the kitchen cooking a meal. ']"
32947,Female,A woman is seen cleaning a perfectly white bathroom.,A woman in blue dress standing next to a white toilet.,A woman in blue dress standing in a bathroom.,"['A woman is seen cleaning a perfectly white bathroom.', 'A smiling woman in blue cleaning a white bathroom', 'A woman cleaning a bathroom and looking back at the camera.', 'This woman is scrubbing a sink in a bathroom', 'The woman in the blue dress is at the bathroom sink.']"
468027,Female,A woman sits on a table and portrays a time gone by. ,A woman sitting on a table in a room.,A woman in a rustic kitchen with a pot and a bowl.,"['A woman sits on a table and portrays a time gone by. ', 'A woman sitting on a wooden table  in a kitchen.', 'A women who i sitting on a table.', 'A woman in a historical costume sits on a table in front of a fireplace.', 'A woman dressed as a pilgrim in an old kitchen. ']"
287190,Female,a lady that is i a blue towel laying down,A woman with a purple head covering and a red scarf.,A woman with a purple head covering under a blanket.,"['a lady that is i a blue towel laying down', 'A woman covering her face while sleeping on the bed', 'A woman covers her head with a blanket. ', 'A lady laying down with a bright blue thing on her face.', 'A woman with a purple cloth over her eyes and head. ']"
450359,Male,A family is in the kitchen preparing a meal.,A woman and two children in a kitchen.,A woman and a child standing in a kitchen.,"['A family is in the kitchen preparing a meal.', 'A small boy is running through a kitchen.', 'A group of people standing around a kitchen.', 'A toddler is running through a kitchen while some adults stand close by. ', 'A family in a kitchen preparing food to eat. ']"
457322,Male,A man on a motorcycle outside in a black and white photo ,A woman is posing on a motorcycle in the dark.,A woman is posing next to a motorcycle.,"['A man on a motorcycle outside in a black and white photo ', 'A motorcycle is being riden by a young man.', 'A man is posing for a photo while on his motorcycle', 'a women that is on a motorcycle out side', 'A man posing for a pic in a black and white photo.']"
453485,Female,Elderly woman preparing beverages in modern kitchen of home.,An older woman is preparing food in a kitchen.,An older woman is preparing a meal in the kitchen.,"['Elderly woman preparing beverages in modern kitchen of home.', 'An elderly lady pours some cups of tea on a tray.', 'there is a woman staring in the kitchen pouring tea', 'A woman pouring coffee into cups on a counter.', 'An older woman pouring tea in the kitchen.']"
467297,Female,a woman is standing next to an oven,A woman is cooking in an old kitchen.,A woman in a kitchen cooking food in an oven.,"['a woman is standing next to an oven', 'A woman getting ready to cook some food in a small kitchen.', 'A woman that is standing near an open oven.', 'The woman in the kitchen is tending to her food.', 'A woman standing in a  kitchen baking bread.']"
371529,Female,A woman with her hand on the seat of an automatic toilet in a display.,A woman is standing next to a toilet.,A woman is standing next to a toilet with a remote control.,"['A woman with her hand on the seat of an automatic toilet in a display.', 'A woman standing next to and touching a toilet.', 'A person holding the toilet seat while looing inside.', 'A woman standing beside a toilet with the lid up.', 'A woman standing in front of a white toilet.']"
407602,Female,The show girl is posing on a blue motorcycle on display. ,A woman sitting on a motorcycle on display.,A woman sitting on a motorcycle in a show room.,"['The show girl is posing on a blue motorcycle on display. ', 'A woman sitting on top of a purple motorcycle.', 'A woman in a skirt sitting on a motorcycle.', 'A woman sitting on a motorcycle with people in the background. ', 'A girl is posing on a bright blue motorcycle.']"
10192,Female,A woman sitting at a table smoking cigarette.,A woman smoking a cigarette in a kitchen.,A woman sitting at a table smoking a cigarette.,"['A woman sitting at a table smoking cigarette.', 'A woman sits smoking at the table in a mostly blue kitchen.', 'A woman smoking a cigarette is seated at the table', 'A woman sits at a wooden table smoking a cigarette.', 'A woman sits at a kitchen table smoking a cigarette.']"
325239,Female,a woman in the kitchen cooking some food,A woman in a kitchen preparing food in an oven.,A woman standing in a kitchen preparing food.,"['a woman in the kitchen cooking some food', 'A smiling woman stands at a sink in a crowded kitchen.', 'A smiling woman stands in the narrow isle space between kitchen counters, lining a tight kitchen space that holds cabinets and a sink and cooking area with one covered and one open, boiling pot.  .', 'A lady working in the sink of a kitchen with pans on the stove.', 'a lady that is at a sink in a kitchen']"
311902,Female,A woman preparing food while standing in a kitchen.,A woman is putting something into a blender.,A woman is using a blender on a counter.,"['A woman preparing food while standing in a kitchen.', 'A woman is working with her blender on her kitchen counter. ', 'A woman working on a counter next to blender and a microwave.', 'A woman cutting up something on a counter next to a blender.', 'A woman is preparing a blender on a counter.']"
419828,Female,"A woman with large breast, sitting next to a fedora hat.",A woman wearing sunglasses sitting on a bench.,A woman wearing sunglasses and a hat sitting in a basket.,"['A woman with large breast, sitting next to a fedora hat.', 'a woman wearing a hat sitting on a bench with some other hats ', 'The woman in the yellow dress is sitting beside the window', 'A woman in a yellow dress sitting outside.', 'Woman wearing yellow dress sitting outside of urban business.']"
399384,Female,A beautiful young lady standing in front of a shower.,A woman standing in front of a bathroom mirror.,A woman standing in a bathroom holding a toothbrush.,"['A beautiful young lady standing in front of a shower.', 'A woman is standing at a bathroom door.', 'A woman stands at the door of a bathroom.', 'A woman opening the doors from a bathroom.', 'A woman is standing in a doorway to a bathroom.']"
346972,Female,A woman standing in a kitchen next to a sink.,A woman standing in a kitchen next to a sink.,A woman standing in a kitchen with a bottle of water.,"['A woman standing in a kitchen next to a sink.', 'A very fit lady standing in a kitchen by a sink.', 'A girl standing at a kitchen sink with a rag in her hand.', 'woman with cleaning chemicals cleaning the counter top', 'A woman standing in the kitchen barefoot in front of a sink.']"
348447,Male,A cook in a restaurant kitchen poses with food.,A woman in a kitchen preparing food in a large pot.,A woman in a kitchen preparing food in a stainless steel kitchen.,"['A cook in a restaurant kitchen poses with food.', 'A couple of men standing in a kitchen preparing food.', 'A man in a kitchen handling food, with another man in the background.', 'A man looks at the camera while in the restaurant kitchen', 'Two chefs in a restaurant kitchen preparing food. ']"
79754,Female,A woman standing in front of a counter with a plate of food.,A woman preparing food in a kitchen with a stove.,A woman in a kitchen preparing food on a table.,"['A woman standing in front of a counter with a plate of food.', 'A woman standing in a kitchen preparing food.', 'A woman in a kitchen arranging cookies on a plate.', 'Woman working on counter near kitchen sink preparing a meal. ', 'A woman organizes a plate of cookies and other foods. ']"
