image_id,ground_truth_gender,discrepancy_score,human_reference,text_baseline,text_debiased,text_sfid,text_decoder_only,text_enc_dec
140197,Male,1.0,A number of people riding bicycles in a metropolitan area.,A group of people riding bikes down a street.,A group of people riding bikes down a street.,A group of people riding bikes down a street.,A group of people riding bikes down a street.,A group of people on a motorcycle on a street.
560620,Male,1.0,A young man riding up the side of a dry swimming pol on a skateboard.,A man riding a skateboard up the side of a ramp.,A man riding a skateboard up the side of a ramp.,A man riding a skateboard down the side of a ramp.,A man riding a skateboard down the side of a ramp.,A man riding a skateboard down the side of a ramp.
117310,Female,1.0,two people sitting on a couch playing nintendo wii,Two girls sitting on a couch playing a video game.,Two girls sitting on a couch playing a video game.,Two girls sitting on a couch playing a video game.,Two girls sitting on a couch playing a video game.,Two women sitting on a couch playing a video game.
231339,Female,1.0,A little girl is kneeling in front of an open refrigerator. ,A little girl is looking inside of a refrigerator.,A little girl is looking inside of a refrigerator.,A little girl is reaching into a refrigerator.,A little girl is reaching into a refrigerator.,A little girl is reaching into a refrigerator.
210749,Male,1.0,A person riding a skateboard down a metal railing.,A man riding a skateboard down a hand rail.,A man riding a skateboard down a hand rail.,A man riding a skateboard down a rail.,A man riding a skateboard down a rail.,A person on a skateboard on a railing.
112698,Male,1.0,A male professional tennis player engaged in a match.,A man holding a tennis racquet on top of a tennis court.,A man holding a tennis racquet on top of a tennis court.,A man playing tennis on a tennis court.,A man playing tennis on a tennis court.,A man holding a tennis racquet on a tennis court.
145528,Male,1.0,three men standing in the park while talking to each other ,Three men standing in a park holding a frisbee.,Three men standing in a park holding a frisbee.,Three men standing in a park with a frisbee.,Three men in a park playing with a frisbee.,Three men in a park playing with a frisbee.
451751,Male,1.0,A man is on a rug with a laptop computer.,A man laying on a couch with a laptop.,A man laying on a couch with a laptop.,A man laying on a couch with a laptop on his lap.,A man laying on a couch with a laptop on his lap.,A man laying on a couch with a laptop.
329455,Male,1.0,A very large pizza on a wooden table .,A large pizza on a wooden cutting board.,A large pizza on a wooden cutting board.,A large pizza on a wooden cutting board.,A large pizza on a wooden cutting board.,A pizza sitting on top of a wooden cutting board.
424246,Male,1.0,A man sitting next to a red piece of luggage in a parking lot.,A man sitting on a bench with a red piece of luggage.,A man sitting on a bench with a red piece of luggage.,A man sitting on a bench with a red piece of luggage.,A man sitting on a bench with a red piece of luggage.,A man sitting on a bench with a piece of luggage.
310185,Male,1.0,A baseball player holding a bat on a baseball field.,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.,A man holding a baseball bat on a field.,A man holding a baseball bat on a field.,A man holding a baseball bat on top of a field.
218430,Male,1.0,A couple of guys playing a game on the Nintendo Wii.,Two people playing a video game in a living room.,Two people playing a video game in a living room.,Two men playing a video game in a room.,Two men playing a video game in a room.,Two people playing a video game in a room.
476119,Male,1.0,a man skating on the road very fast,A man riding a skateboard down a street.,A man riding a skateboard down a street.,A man riding a skateboard down a street.,A man riding a skateboard down a street.,A man in a yellow shirt riding a skateboard.
183970,Male,1.0,A man in a tie and dress shirt taking a picture with a cell phone.,A man taking a selfie in a bathroom.,A man taking a selfie in a bathroom.,A man in a black shirt taking a selfie in a mirror.,A man in a black shirt taking a selfie in a mirror.,A man taking a selfie in a bathroom mirror.
504900,Male,1.0,A man sitting on a couch with a dog on his lap,A man sitting on a couch with a dog.,A man sitting on a couch with a dog.,A man sitting on a couch with a dog.,A man sitting on a couch with a dog.,A man sitting on a couch with a black and white dog.
370413,Male,1.0,Man rides a horse down a city street.,A man riding a horse down a street.,A man riding a horse down a street.,A man riding a horse down a street.,A man riding a horse down a street.,A man riding a horse in the middle of a street.
395,Male,1.0,A man talking on his phone in the public.,A man in a hat talking on a cell phone.,A man in a hat talking on a cell phone.,A man in a hat on a cell phone.,A man in a hat on a cell phone.,A man in a blue jacket on a cell phone.
227882,Male,1.0,"A man standing on a skateboard on paved area, near people sitting in chair or on ground cover with boxes and bags, and a truck in background.",A man in a dress riding a skateboard.,A man in a dress riding a skateboard.,A man in a dress riding a skateboard.,A man in a dress riding a skateboard.,A man in a red robe sitting on a skateboard.
374858,Male,1.0,A man sitting on a bench with a book and a bag. ,A man sitting on a bench with a book.,A man sitting on a park bench with a book bag.,A man sitting on a park bench with a book.,A man sitting on a park bench with a book.,A man sitting on a bench with a book.
27972,Male,1.0,A man in a red shirt rides a yellow surfboard on light blue water.,A man riding a surfboard on top of a wave.,A man riding a surfboard on top of a wave.,A man riding a wave on top of a surfboard.,A man riding a wave on top of a surfboard.,A man riding a wave on top of a surfboard.
104747,Female,1.0,Six people hold up wine glasses at a dinner table.,A group of people sitting around a table with wine glasses.,A group of people sitting around a table with wine glasses.,A group of people sitting around a table with wine glasses.,A group of people sitting around a table with wine glasses.,A group of people sitting around a table with wine glasses.
393511,Female,1.0,A bunch of people at a table eating.,A group of people sitting at a table with bowls of food.,A group of people sitting at a table with bowls of food.,A group of people sitting at a table with food.,A group of people sitting at a table with food.,A group of people sitting at a table with bowls of food.
486175,Female,1.0,two females wearing white are making food in a kitchen,Two chefs in a kitchen preparing food.,Two chefs in a kitchen preparing food.,Two chefs in a kitchen preparing food.,Two chefs in a kitchen preparing food.,Two chefs in a kitchen preparing food in white containers.
412151,Male,1.0,A bicycle store shows two males leaning toward a bike.,A man is working on a bike in a shop.,A man is working on a bike in a shop.,A man is fixing a bike in a shop.,A man sitting on a bike in a shop.,A man sitting on a bike in a shop.
228214,Male,1.0,A Marine that is looking at his cell phone.,A man in uniform is looking at his cell phone.,A man in uniform is looking at his cell phone.,A man in uniform is looking at his cell phone.,A man in uniform is looking at his cell phone.,A man in uniform is looking at his cell phone.
64974,Male,1.0,A skateboarder flips his skateboard as he flies through the air.,A man flying through the air while riding a skateboard.,A man flying through the air while riding a skateboard.,A man flying through the air while riding a skateboard.,A man flying through the air while riding a skateboard.,A person flying through the air while riding a skateboard.
120771,Male,1.0,A man riding a wave on top of a surfboard.,A man riding a wave on top of a surfboard.,A man riding a surfboard on top of a wave.,A man riding a wave on top of a surfboard.,A man riding a wave on top of a surfboard.,A man riding a wave on top of a surfboard.
531633,Male,1.0,there is a man walking on the beach holding two surf boards,A man holding a surfboard on top of a sandy beach.,A man holding a surfboard on top of a sandy beach.,A man holding a surfboard on a beach.,A man holding a white surfboard on top of a sandy beach.,A man holding a white surfboard on top of a beach.
471601,Male,1.0,A man on a surf board riding a small wave in the ocean.,A man riding a surfboard on top of a wave.,A man riding a surfboard on top of a wave.,A man riding a wave on top of a surfboard.,A man riding a wave on top of a surfboard.,A man riding a wave on top of a surfboard.
300012,Male,1.0,A person on a skateboard does a trick on stairs.,A man riding a skateboard down a cement walkway.,A man riding a skateboard down a handrail.,A man riding a skateboard down a hand rail.,A man riding a skateboard down a hand rail.,A man riding a skateboard down a hand rail.
306139,Male,1.0,A group of people at a table working on small laptops.,A group of people sitting around a table with laptops.,A group of people sitting around a table with laptops.,A group of people sitting at a table with laptops.,A group of people sitting around a table with laptops.,A group of people sitting at a table with laptops.
430961,Male,1.0,A baseball player preparing to throw a pitch during a game.,A baseball player throwing a ball on a field.,A baseball player throwing a ball on a field.,A baseball player is pitching a ball on the field.,A baseball player is throwing a ball on the field.,A baseball player is pitching a ball on the field.
257870,Male,1.0,A man is eating hot dogs in his mouth,A man eating a hot dog on a bun.,A man eating a hot dog on a bun.,A man eating a hot dog on a bun.,A man eating a hot dog on a bun.,A man eating a hot dog in a paper bag.
42685,Female,1.0,a crowd surrounding a large pizza with four sections of different toppings,A group of people sitting around a pizza box.,A group of people sitting around a pizza box.,A group of people sitting around a box of pizza.,A group of people sitting around a box of pizza.,A group of people sitting around a pizza.
343218,Male,1.0,a man with a tennis racket gets ready to swing his racket ,A man standing on a tennis court holding a racquet.,A man holding a tennis racquet on a tennis court.,A man standing on a tennis court holding a racquet.,A man standing on a tennis court holding a racquet.,A man holding a tennis racquet on a tennis court.
281929,Male,1.0,A man dressed in a suit standing next to his bicycle.,A man in a suit and tie holding a bicycle.,A man in a suit and tie holding a bicycle.,A man in a suit and hat holding a bicycle.,A man in a suit and hat holding a bicycle.,A man in a suit and tie holding a bike.
158849,Female,1.0,A group of people wait in line to use a machine.,A group of people standing around a luggage carousel.,A group of people standing around a luggage carousel.,A group of people standing around a luggage carousel.,A group of people standing around a luggage carousel.,A group of people standing around a pile of luggage.
248752,Male,1.0,A person on a field with a baseball bat.,A baseball player holding a bat on a field.,A baseball player holding a bat on top of a field.,A man holding a baseball bat on a field.,A man holding a baseball bat on a field.,A baseball player holding a bat on top of a field.
416700,Male,1.0,a man is reaching back with a tennis racket,A man holding a tennis racket in his hand.,A man holding a tennis racket in his hand.,A man holding a tennis racquet in his right hand.,A man holding a tennis racquet in his hand.,A man holding a tennis racquet in his hand.
392990,Male,1.0,some people playing tennis for a large crowd to watch ,A man standing on a tennis court holding a racquet.,A man standing on a tennis court holding a racquet.,A man standing on a tennis court holding a racquet.,A man standing on a tennis court holding a racquet.,A man holding a tennis racquet on a tennis court.
304330,Male,1.0,a man that is petting a big giraffe,A man is petting a giraffe over a fence.,A man is petting a giraffe over a fence.,A man is petting a giraffe over a fence.,A man is petting a giraffe over a fence.,A man is petting a giraffe at the zoo.
512985,Male,1.0,A person standing on a beach with surfboard.,A man standing on a beach holding a surfboard.,A man standing on a beach holding a surfboard.,A man standing on a beach with a surfboard.,A man standing on a beach with a surfboard.,A man standing on a beach next to a surfboard.
16497,Male,1.0,A man posing for a picture while holding a skateboard.,A boy holding a skateboard on a ramp.,A boy holding a skateboard on a ramp.,A boy holding a skateboard on a ramp.,A boy holding a skateboard on a ramp.,A person with a skateboard on a cement ledge.
338041,Male,1.0,Two young boys enjoying the action at a local skate park.,A man riding a skateboard down the side of a ramp.,A man riding a skateboard down a ramp.,A man riding a skateboard down a ramp.,A man riding a skateboard down the side of a ramp.,A man riding a skateboard down a cement ramp.
195269,Male,1.0,a man and a shorter child at a beach flying a kite,A man and a boy flying a kite on a beach.,A man and a boy flying a kite on a beach.,A man and a boy flying a kite on a beach.,A man and a boy flying a kite on a beach.,Two people flying a kite on a beach.
132683,Female,1.0,Some people are sitting in a model train.,A train with people inside of it.,A train with people inside of it.,A small train with people inside of it.,A small train with people inside of it.,A small train with people inside on a track.
274352,Female,1.0,A large group of women are at a dining table.,A group of women sitting at a table in a restaurant.,A group of women sitting at a table in a restaurant.,A group of women sitting at a table in a restaurant.,A group of women sitting at a table in a restaurant.,A group of people sitting at a table in a restaurant.
197756,Female,1.0,A woman standing next to another woman holding a bottle of beer.,Two women in hats looking at a cell phone.,Two women wearing hats looking at a cell phone.,Two women in hats looking at a cell phone.,Two women in hats looking at a cell phone.,Two women wearing hats looking at a cell phone.
302882,Male,1.0,a white male taking pictures with his cellphone,A man taking a selfie in a bathroom mirror.,A man taking a selfie in a bathroom mirror.,A man taking a selfie in a bathroom mirror.,A man taking a selfie in a bathroom mirror.,A man taking a picture of himself in a mirror.
301453,Male,1.0,"Two men are crouched down, working on a motorcycle",A man working on a motorcycle in a garage.,A man working on a motorcycle in a garage.,A man working on a motorcycle in a garage.,A man working on a motorcycle in a garage.,A man sitting next to a motorcycle in a garage.
349622,Male,1.0,A man is skateboarding up a ramp in a skatepark. ,A man riding a skateboard up the side of a ramp.,A man riding a skateboard up the side of a ramp.,A man riding a skateboard down the side of a ramp.,A man riding a skateboard down the side of a ramp.,A man riding a skateboard down the side of a ramp.
213171,Male,1.0,a boy dressed in a baseball uniform standing in a field. ,A man in a baseball uniform standing in a field.,A man in a baseball uniform standing in a field.,A man in a baseball uniform standing in the grass.,A man in a baseball uniform standing in the grass.,A person in a baseball uniform standing in the grass.
272678,Female,1.0,A group of people sitting at a table with laptops.,A group of people sitting at a table with laptops.,A group of people sitting at a table with laptops.,A group of people sitting at a table with laptops.,A group of people sitting at a table with laptops.,Three people sitting at a table with laptops.
346687,Male,1.0,A woman stands in the water next to someone on a blue surfboard.,Two people in the water with surfboards.,Two people on surfboards in the water.,Two people on surfboards in the water.,Two people in the water on surfboards.,Two people on surfboards in the water.
321332,Male,1.0,A group of men standing around a table with pizza.,A group of people standing around a table with a pizza.,A group of people standing around a table with a pizza.,A group of people standing around a wooden table with a pizza.,A group of people standing around a wooden table with a pizza.,A group of people standing around a table with a pizza.
427762,Male,1.0,A young man riding a board on top of a wave.,A young boy laying on a surfboard in the ocean.,A young boy laying on a surfboard in the ocean.,A young man laying on a surfboard in the ocean.,A young man laying on a surfboard in the ocean.,A man laying on a surfboard in the ocean.
364188,Male,1.0,A little girl that is holding a toothbrush.,A baby boy holding a toothbrush in his mouth.,A baby boy holding a toothbrush in his mouth.,A little boy with a toothbrush in his mouth.,A little boy with a toothbrush in his mouth.,A little boy with a toothbrush in his mouth.
104715,Male,1.0,Man flying a colorful dragon kite in a blue sky,A person flying a kite in the sky.,A person flying a kite with a long tail.,A person flying a kite in the sky.,A person flying a kite in the sky.,A person flying a kite in the sky.
221303,Male,1.0,A group of friends playing a game on the Nintendo Wii.,A group of people playing a game with remote controllers.,A group of people playing a game with remote controllers.,A group of people playing a game with remote controllers.,A group of men playing a game with remote controllers.,A group of people playing a game with remote controllers.
173826,Male,1.0,A person holding a Nintendo Wii controller in front of a small TV screen.,A person playing a video game in a large room.,A person playing a video game in a large room.,A person playing a video game in a room.,A person playing a video game in a room.,A person playing a video game on a television.
299734,Male,1.0,Two guys are playing Frisbee in the park.,Two men in a park playing with a frisbee.,Two men in a field playing with a frisbee.,Two men in a park playing with a frisbee.,Two men in a park playing with a frisbee.,Two men in the park playing with a frisbee.
104422,Male,1.0,A man wearing a tie and suspenders is standing with his hands in his pockets.,A man in a suit and tie standing in a field.,A man in a suit and tie standing in a field.,A man in a suit and tie standing in a field.,A man in a suit standing in a field.,A man in a suit with a tie on.
3382,Male,1.0,People in navy uniforms and one person talking on a walkie- talkie.,A group of men in military uniforms on a boat.,A group of men in military uniforms on a boat.,A group of men in military uniforms on a boat.,A group of men in military uniforms on a boat.,A group of men in military uniforms on a ship.
33055,Male,1.0,A man standing on a beach on a cloudy day with arms spread wide ,A man standing on a beach flying a kite.,A man on a beach flying a kite.,A man flying a kite on a beach.,A man flying a kite on a beach.,A person flying a kite on a beach.
401552,Male,1.0,Small child holding up a blue and yellow striped umbrella. ,A little boy holding a black and white striped umbrella.,A little boy holding a black and white striped umbrella.,A little boy holding a black and white striped umbrella.,A little boy holding a blue striped umbrella.,A little boy holding a black and white striped umbrella.
215482,Male,1.0,A batter preparing to swing and a catcher prepared to catch the throw.,A baseball player swinging a bat at a ball.,A baseball player swinging a bat at a ball.,A man swinging a baseball bat on a field.,A man swinging a baseball bat at a ball.,A man swinging a baseball bat at a ball.
18336,Female,1.0,A little girl taking a bite out of a apple. ,A young child eating a piece of apple.,A young child eating a piece of apple.,A little girl eating a piece of apple.,A little girl eating a piece of apple.,A little kid eating a piece of apple.
402723,Male,1.0,A skateboarder stands on his board atop a narrow rail. ,A man riding a skateboard down a rail.,A man riding a skateboard down a rail.,A man riding a skateboard down a rail.,A man riding a skateboard down a rail.,A person on a skateboard doing a trick.
185444,Male,1.0,a guy in a half pipe gets ready for his trick,A man riding a skateboard up the side of a ramp.,A man riding a skateboard up the side of a ramp.,A man riding a skateboard down a ramp.,A man riding a skateboard down a ramp.,A man riding a skateboard down a ramp.
225495,Male,1.0,A man with a tie and glasses and messy hair posing for a photo.,A man with glasses and a tie in a room.,A man with glasses and a tie is smiling.,A man with glasses and a tie in a room.,A man with glasses and a tie in a room.,A man with a tie is smiling.
318585,Male,1.0,"a group of people hang out on the side of the road, waiting for a ride",A group of people sitting around a parking lot.,A group of people standing around a car.,A group of people sitting around a parking lot.,A group of people sitting around a parking lot.,A group of people sitting around a parking lot.
417216,Male,1.0,A skateboarder does a trick in the middle of the street.  ,A boy is riding a skateboard down the street.,A boy is riding a skateboard down the street.,A boy on a skateboard riding down the street.,A boy on a skateboard riding down the street.,A person on a skateboard on a street.
565389,Male,1.0,a bunch of people at a table with food,A group of people sitting around a table eating food.,A group of people sitting around a table eating food.,A group of people sitting around a table eating food.,A group of people sitting around a table eating food.,A group of people sitting around a table with food.
476647,Male,1.0,A crowd of people flying kites on a lush green field.,A group of people flying kites in a field.,A group of people flying kites in a field.,A group of people flying kites in a field.,A group of people flying kites in a field.,A crowd of people flying kites in a park.
266768,Female,1.0,a small cooler is on a wood table,A group of people sitting around a table with a frisbee.,A group of people sitting around a table with a cake.,A group of people sitting around a table with a cake.,A group of people sitting around a table with a frisbee.,A group of people sitting around a table with a frisbee.
36450,Female,1.0,A very big teddy bear is next to a woman.,A large brown teddy bear sitting on top of a desk.,A large brown teddy bear sitting on top of a desk.,A large teddy bear sitting on top of a desk.,A large teddy bear sitting on top of a desk.,A large teddy bear sitting on top of a desk.
310797,Male,1.0,A man eating food at a baseball game.,A man eating a hot dog at a stadium.,A man eating a hot dog at a game.,A man eating a hot dog at a game.,A man eating a hot dog at a game.,A man eating a banana in a stadium.
350148,Male,1.0,A man taking a picture of plates of food.,A man taking a picture of a sandwich and a salad.,A man taking a picture of a sandwich and a salad.,A man taking a picture of a sandwich on a plate.,A man taking a picture of a sandwich on a plate.,A man taking a picture of a sandwich on a plate.
92093,Male,1.0,Hundreds of people gathered around looking at motorcycles.,A group of people standing around a group of motorcycles.,A group of people standing around a motorcycle.,A group of people standing around a group of people on a street.,A group of people standing around a group of motorcycles.,A group of people standing around a group of motorcycles.
474854,Male,1.0,a person eating a banana sitting at a table,A man sitting on a bench eating a banana.,A man sitting on a bench holding a banana.,A man sitting on a bench eating a banana.,A man sitting on a bench eating a banana.,A man sitting in a chair eating a banana.
407146,Male,1.0,A group of people boarding in airplane on a runway..,A group of people standing around a small plane.,A group of people standing around a small plane.,A group of people standing around a white airplane.,A group of people standing around a white airplane.,A group of people standing around a small white airplane.
402967,Male,1.0,A bus approaches a sidewalk where several people and bicycles are lined up.,A bus parked in a bus station next to a building.,A bus parked in a bus station next to a building.,A bus parked in a bus station with people.,A bus parked in a bus station next to a  building.,A bus parked in a bus station next to a building.
389644,Female,0.9,People standing around a table with plates on it.,A group of people standing around a table with food.,A group of people standing around a table with food.,A group of people standing around a table with food.,A group of people standing around a table with food.,A group of people standing around a table with food.
217397,Male,0.9,The man uses his cell phone near a plate of food.,A man sitting at a table with a plate of food.,A man sitting at a table with a plate of food.,A man sitting at a table with a plate of food.,A man sitting at a table with a plate of food.,A man sitting at a table with a plate of food.
203479,Male,0.9,A man lying on a coach in the living room.,A man laying on a couch with a stuffed bear.,A man laying on a couch with a stuffed bear.,A man laying on a couch with a stuffed bear.,A man laying on a couch with a stuffed bear.,A man laying on a couch with a pillow.
554357,Male,0.9,A man holding a tennis racquet in his left hand.,A man holding a tennis racquet on a tennis court.,A man holding a tennis racquet on a tennis court.,A man holding a tennis racquet on a tennis court.,A man holding a tennis racquet on a tennis court.,A man holding a tennis racquet on top of a tennis court.
414698,Male,0.9,a male tennis player volleying a tennis ball at a match,A man holding a tennis racquet on top of a tennis court.,A man holding a tennis racquet on top of a tennis court.,A man holding a tennis racquet on a tennis court.,A man holding a tennis racquet on top of a tennis court.,A man holding a tennis racquet on top of a tennis court.
338905,Male,0.9,A group of people sitting at a table eating food.,A group of people sitting around a table eating food.,A group of people sitting around a table eating food.,A group of people sitting around a table eating food.,A group of people sitting around a table eating food.,A group of people sitting around a table eating food.
460684,Male,0.9,A group of men sitting at a table together.,Three men sitting at a table with wine glasses.,Three men sitting at a table with wine glasses.,Three men sitting at a table with wine glasses.,Three men sitting at a table with wine glasses.,Three men sitting at a table with wine glasses.
487375,Female,0.9,Smiling friends sharing a casual meal on a cool afternoon,Two women sitting at a table with food.,Two women sitting at a table with food.,Two women sitting at a table with food.,Two women sitting at a table with food.,Two people sitting at a table with food.
436456,Male,0.9,The airplane is on the runway with two young men standing by.,A group of people walking towards a plane.,A group of people walking towards a plane.,A group of people walking towards a plane.,A group of people walking towards a plane.,A group of people walking towards a white airplane.
386559,Male,0.9,A man sitting down on a chair at a table with food.,A man sitting at a table with a plate of food.,A man sitting at a table with a plate of food.,A man sitting at a table with a plate of food.,A man sitting at a table with a plate of food.,A man sitting at a table with a plate of food.
392878,Female,0.9,A group of people sitting at a table having food.,A group of people sitting at a picnic table.,A group of people sitting at a picnic table.,A group of people sitting at a picnic table.,A group of people sitting at a picnic table.,A group of people sitting at a wooden table.
65948,Male,0.9,Two people sit together in a restaurant at a wooden table.,A group of people sitting at a table in a restaurant.,A group of people sitting at a table in a restaurant.,A group of people sitting at a table in a restaurant.,A group of people sitting at a table in a restaurant.,A group of people sitting at a table in a restaurant.
307993,Male,0.9,a man is reading a book in a car with a small dog,A man sitting in a car with a dog in his lap.,A man sitting in a car with a dog in his lap.,A man sitting in a car with a dog in his lap.,A man sitting in a car with a dog in his lap.,A man sitting in a car with a dog in his lap.
565041,Male,0.9,An older man with glasses and a British tie.,A man with a red tie and glasses.,A man with a red tie and glasses.,A man with a red tie and glasses.,A man with a red tie and glasses.,A man with a tie and a suit on.
169539,Male,0.9,A man standing up against a wall with his hands clasped together.,A man in a suit standing in a room.,A man in a suit standing in a room.,A man in a suit standing in a room.,A man in a suit standing in a room.,A man in a suit standing next to a wall.
323752,Male,0.9,Man in grey t-shirt swinging his tennis racket at a ball. ,A man holding a tennis racquet on a tennis court.,A man holding a tennis racquet on a tennis court.,A man holding a tennis racquet on a tennis court.,A man holding a tennis racquet on a tennis court.,A man holding a tennis racquet on top of a tennis court.
432378,Female,0.9,A group of people standing outside of a bus.,A group of people standing outside of a bus.,A group of people standing outside of a bus.,A group of people standing next to a  bus.,A group of people standing next to a  bus.,A group of people standing next to a  bus.
522622,Male,0.9,A group of young children running on a field.,A group of young children playing a game of soccer.,A group of young children playing a game of soccer.,A group of young children playing a game of soccer.,A group of young children playing a game of soccer.,A group of people playing a game of soccer.
507826,Male,0.9,A man holding a tennis racquet on a tennis court.,A man holding a tennis racquet on top of a tennis court.,A man holding a tennis racquet on top of a tennis court.,A man holding a tennis racquet on top of a tennis court.,A man holding a tennis racquet on a tennis court.,A man holding a tennis racquet on top of a tennis court.
57286,Male,0.9,A man flying through the air while riding a skateboard.,A man flying through the air while riding a skateboard.,A man flying through the air while riding a skateboard.,A man flying through the air while riding a skateboard.,A man flying through the air while riding a skateboard.,A man flying through the air while riding a skateboard.
405674,Female,0.9,A group of people enjoying pizza and wine.,A group of people sitting around a table with pizza.,A group of people sitting around a table with pizza.,A group of people sitting around a table with a pizza.,A group of people sitting around a table with pizza.,A group of people sitting around a table with pizza.
391400,Male,0.9,a man with a racket prepares to hit a tennis ball ,A man holding a tennis racquet on top of a tennis court.,A man holding a tennis racquet on top of a tennis court.,A man holding a tennis racquet on top of a tennis court.,A man holding a tennis racquet on top of a tennis court.,A man holding a tennis racquet on top of a tennis court.
77997,Male,0.9,three photos of a male doll slowly getting undressed,A doll of a man wearing a shirt and tie.,A doll of a man wearing a shirt and tie.,A doll of a man in a shirt and tie.,A doll of a man in a shirt and tie.,A doll of a man in a shirt and tie.
399968,Male,0.9,A man standing on a tennis court holding a racquet.,A man swinging a tennis racquet on a tennis court.,A man swinging a tennis racquet on a tennis court.,A man playing tennis on a blue tennis court.,A man playing tennis on a blue tennis court.,A man playing tennis on a blue tennis court.
259665,Male,0.9,Three people hold Frisbees while one of them throws his.,A group of people playing frisbee in a park.,A group of people playing frisbee in a park.,A group of people playing Frisbee in a park.,A group of men playing frisbee in a park.,A group of people playing frisbee in a park.
208363,Male,0.9,a group of people sitting together eating pizza,A group of people sitting around a table eating pizza.,A group of people sitting around a table eating pizza.,A group of people sitting around a table eating pizza.,A group of people sitting around a table eating pizza.,A group of people sitting around a table eating pizza.
462931,Male,0.9,A baseball player holding a bat walking across a field.,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.
122467,Male,0.9,A close up of a person holding the Wii remote.,A person holding a Wii remote in their hand.,A person holding a Wii remote in their hand.,A person holding a Wii controller in their hand.,A person holding a Wii controller in their hand.,A person holding a Wii controller in their hand.
521404,Male,0.9,A man jumping a horse over an obstacle.,A man riding on the back of a brown horse.,A man riding on the back of a brown horse.,A man riding on the back of a brown horse.,A man riding on the back of a brown horse.,A man riding on the back of a brown horse.
457580,Male,0.9,Several people sitting around a table that has papers and name cards on it.,A group of people sitting around a wooden table.,A group of people sitting around a wooden table.,A group of people sitting around a wooden table.,A group of people sitting around a wooden table.,A group of men sitting around a wooden table.
262148,Male,0.9,The skateboarder is putting on a show using the picnic table as his stage.,A man flying through the air while riding a skateboard.,A man flying through the air while riding a skateboard.,A man flying through the air while riding a skateboard.,A man flying through the air while riding a skateboard.,A man flying through the air while riding a skateboard.
529454,Female,0.9,"Four women standing in a living room, playing a video game.",A group of people playing a game with remote controllers.,A group of people playing a game with remote controllers.,A group of people playing a game with remote controllers.,A group of people playing a game with remote controllers.,A group of people playing a game with remote controllers.
432898,Male,0.9,The man is flying his kite in the sky. ,A man flying a kite in a field.,A man flying a kite in a field.,A man flying a kite in a field.,A man flying a kite in a field.,A kite flying in the sky over a field.
311015,Male,0.9,A man throws a baseball in the field,A baseball player pitching a ball on top of a field.,A baseball player pitching a ball on top of a field.,A baseball player pitching a ball on top of a field.,A baseball player pitching a ball on top of a field.,A baseball player pitching a ball on top of a field.
96530,Male,0.9,A person on a horse chasing a cow.,A man riding on the back of a brown horse.,A man riding on the back of a brown horse.,A man riding on the back of a brown horse.,A man riding on the back of a brown horse.,A man riding on the back of a brown horse.
231795,Male,0.9,A kid standing there looking at his snowboard on the snow covered walkway. ,A man is standing on a snowboard in the snow.,A man standing on a snowboard in the snow.,A man on a snowboard in the snow.,A man on a snowboard in the snow.,A man is standing on a snowboard in the snow.
109370,Male,0.9,A man holding a tennis racquet and a ball on top of a court.,A man holding a tennis racquet on top of a tennis court.,A man holding a tennis racquet on top of a tennis court.,A man holding a tennis racquet on top of a tennis court.,A man holding a tennis racquet on top of a tennis court.,A man holding a tennis racquet on top of a tennis court.
12881,Male,0.9,Baseball players playing a baseball game on a baseball field,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.,A baseball player holding a bat on top of a field.
38155,Male,0.9,there are many people on this field playing with a frisbee,A group of people playing frisbee in a field.,A group of people playing frisbee in a field.,A group of people playing frisbee in a field.,A group of people playing frisbee in a field.,A group of people playing frisbee in a park.
125228,Female,0.9,A baby sitting on a bed using a laptop computer.,A baby is playing with a laptop computer.,A baby is playing with a laptop computer.,A baby is playing with a computer keyboard.,A baby is playing with a laptop computer.,A baby is playing with a laptop computer.
310788,Male,0.9,a man sitting in a chair  infront of a computer in front of a window,A man sitting in a chair in front of a computer.,A man sitting in a chair in front of a computer.,A man sitting in a chair in front of a computer.,A man sitting in a chair in front of a computer.,A man sitting in a chair in front of a window.
177407,Male,0.9,A man riding on top of a paddle board on water.,A man standing on a surfboard in the water.,A man standing on a surfboard in the water.,A man standing on a surfboard in the ocean.,A man standing on a surfboard in the ocean.,A man standing on a surfboard in the water.
289059,Male,0.9,A man standing on a tennis court holding a racquet.,A man holding a tennis racquet on a tennis court.,A man holding a tennis racquet on a tennis court.,A man holding a tennis racquet on a tennis court.,A man holding a tennis racquet on a tennis court.,A man holding a tennis racquet on top of a tennis court.
348371,Male,0.9,A man smiling with a breakfast burrito and a coffee cup with a smiley face.,A man sitting at a table with a plate of food.,A man sitting at a table with a plate of food.,A man sitting at a table with a plate of food.,A man sitting at a table with a plate of food.,A man sitting at a table with a plate of food.
